,query-1,query-2,query-3,query-4,query-5,query-6,query-7,query-8,query-9,query-10,query-11,query-12,query-13,query-14,query-15,query-16,query-17,query-18,query-19,query-20
texto-1.txt,0.3572172541558802,0.07216878364870323,0.47140452079103173,0.33333333333333337,0.07216878364870323,0.07216878364870323,0.3535533905932738,0.27386127875258304,0.3086066999241838,0.07216878364870323,0.3086066999241838,0.3195048252113469,0.05892556509887897,0.15309310892394865,0.3651483716701107,0.4082482904638631,0.38575837490522974,0.47140452079103173,0.2551551815399144,0.3651483716701107
texto-2.txt,0.4008918628686366,0.0629940788348712,0.4629100498862757,0.2909571869813232,0.0,0.0629940788348712,0.3600411499115478,0.3187276291558383,0.3030457633656632,0.0,0.3367175148507369,0.35856858280031806,0.0,0.1336306209562122,0.35856858280031806,0.4008918628686366,0.3703892663358106,0.4629100498862757,0.22271770159368698,0.35856858280031806
texto-3.txt,0.17801724872907798,0.0,0.2055566129482595,0.2422507915557546,0.0,0.0,0.2055566129482595,0.2653724462171376,0.13456839120487699,0.0,0.26913678240975397,0.2653724462171376,0.0,0.11867816581938533,0.31844693546056513,0.2966954145484633,0.2242806520081283,0.34259435491376583,0.35603449745815596,0.15922346773028256
texto-4.txt,0.23249527748763857,0.0,0.4026936331284146,0.1898315991504998,0.0,0.0,0.2684624220856097,0.2079500979640145,0.26362486509824806,0.0,0.26362486509824806,0.31192514694602175,0.0,0.05812381937190964,0.25993762245501817,0.29061909685954823,0.35149982013099745,0.33557802760701216,0.34874291623145787,0.415900195928029
texto-5.txt,0.1643989873053573,0.11624763874381928,0.1898315991504998,0.20134681656420733,0.23249527748763857,0.11624763874381928,0.1898315991504998,0.14704292441876154,0.12427395320024001,0.11624763874381928,0.18641092980036,0.14704292441876154,0.0949157995752499,0.1643989873053573,0.22056438662814232,0.24659848095803594,0.18641092980036,0.2847473987257497,0.08219949365267865,0.14704292441876154
texto-6.txt,0.2773500981126146,0.0,0.3202563076101743,0.22645540682891918,0.0,0.0,0.24019223070763074,0.1860521018838127,0.20965696734438366,0.09805806756909201,0.3144854510165755,0.31008683647302115,0.0,0.1386750490563073,0.31008683647302115,0.34668762264076824,0.3144854510165755,0.4003203845127179,0.20801257358446093,0.24806946917841693
texto-7.txt,0.15990053726670783,0.0753778361444409,0.1846372364689991,0.26111648393354675,0.0753778361444409,0.0753778361444409,0.1846372364689991,0.14301938838683884,0.12087344460380704,0.0753778361444409,0.3626203338114211,0.23836564731139803,0.06154574548966636,0.21320071635561041,0.28603877677367767,0.31980107453341566,0.24174688920761409,0.3692744729379982,0.21320071635561041,0.14301938838683884
texto-8.txt,0.13245323570650439,0.18731716231633877,0.4588314677411236,0.21629522817435007,0.18731716231633877,0.18731716231633877,0.4588314677411236,0.23693955110363693,0.3003757045930553,0.18731716231633877,0.3003757045930553,0.23693955110363693,0.15294382258037453,0.33113308926626095,0.3554093266554554,0.39735970711951313,0.40050093945740706,0.4588314677411236,0.26490647141300877,0.3554093266554554
texto-9.txt,0.2744106499742259,0.07761505257063328,0.44360697536713456,0.2688664289689325,0.07761505257063328,0.07761505257063328,0.25348970020979117,0.19635227746952638,0.2904089347757578,0.07761505257063328,0.20743495341125556,0.19635227746952638,0.12674485010489558,0.10976425998969035,0.24544034683690796,0.2744106499742259,0.33189592545800894,0.31686212526223895,0.3841749099639162,0.3436164855716711
texto-10.txt,0.12126781251816648,0.17149858514250882,0.35007002100700246,0.19802950859533489,0.17149858514250882,0.17149858514250882,0.280056016805602,0.21693045781865616,0.2291746242570528,0.17149858514250882,0.27500954910846337,0.2711630722733202,0.140028008402801,0.24253562503633297,0.32539568672798425,0.4244373438135827,0.3208444739598739,0.420084025208403,0.24253562503633297,0.2711630722733202
texto-11.txt,0.23249527748763857,0.2465984809580359,0.4026936331284146,0.23728949893812476,0.2465984809580359,0.2465984809580359,0.33557802760701216,0.25993762245501817,0.26362486509824806,0.2465984809580359,0.26362486509824806,0.15596257347301087,0.2013468165642073,0.23249527748763857,0.31192514694602175,0.34874291623145787,0.30756234261462273,0.4026936331284146,0.17437145811572893,0.31192514694602175
texto-12.txt,0.31980107453341566,0.2261335084333227,0.5539117094069973,0.5222329678670935,0.1507556722888818,0.2261335084333227,0.43082021842766455,0.38138503569823684,0.3626203338114211,0.1507556722888818,0.4029114820126901,0.33371190623595726,0.12309149097933272,0.26650089544451305,0.4290581651605165,0.47970161180012344,0.44320263021395917,0.5539117094069973,0.21320071635561041,0.4290581651605165
texto-13.txt,0.09407208683835973,0.19955703157132176,0.2715627232967842,0.23042861179277058,0.19955703157132176,0.19955703157132176,0.21725017863742738,0.16828126476466848,0.17777953363369448,0.19955703157132176,0.21333544036043336,0.08414063238233424,0.16293763397807054,0.18814417367671946,0.2103515809558356,0.2351802170958993,0.21333544036043336,0.2715627232967842,0.329252303934259,0.2103515809558356
texto-14.txt,0.3326495719295578,0.0,0.4267895997763199,0.33196440215590134,0.0,0.0,0.5121475197315839,0.2975308222082788,0.2793993781135563,0.0,0.33527925373626755,0.39670776294437177,0.0,0.14784425419091457,0.39670776294437177,0.4435327625727437,0.36321919154762317,0.5121475197315839,0.1848053177386432,0.3305898024536431
texto-15.txt,0.30151134457776363,0.0,0.4061811972299616,0.24618298195866548,0.0,0.0,0.3481553119113957,0.3595732599803958,0.26590801173915524,0.0,0.37986858819879316,0.5393598899705937,0.0,0.20100756305184242,0.6292532049656926,0.502518907629606,0.4178554470186725,0.5802588531856595,0.251259453814803,0.3146266024828463
texto-16.txt,0.15899968200095402,0.14990633779917228,0.36719403681726276,0.2596453934447493,0.14990633779917228,0.14990633779917228,0.30599503068105227,0.23702273156998863,0.24038492406450118,0.14990633779917228,0.40064154010750197,0.28442727788398636,0.12239801227242092,0.26499947000159,0.37923637051198184,0.423999152002544,0.3605773860967518,0.4895920490896837,0.211999576001272,0.28442727788398636
texto-17.txt,0.22941573387056174,0.0,0.39735970711951313,0.1873171623163388,0.0,0.0,0.19867985355975656,0.1538967528127731,0.26013299085723596,0.0,0.21677749238102995,0.2051956704170308,0.13245323570650439,0.057353933467640436,0.2051956704170308,0.22941573387056174,0.3034884893334419,0.26490647141300877,0.22941573387056174,0.3077935056255462
texto-18.txt,0.32826608214930636,0.0,0.5306686305052324,0.2680281337094487,0.0,0.0,0.30323921743156135,0.23488808780588138,0.34740416688982556,0.0,0.24814583349273256,0.29361010975735174,0.0,0.06565321642986127,0.29361010975735174,0.32826608214930636,0.39703333358837206,0.3790490217894517,0.32826608214930636,0.4110541536602924
texto-19.txt,0.06350006350009525,0.17960530202677488,0.4399413450640599,0.20739033894608505,0.17960530202677488,0.17960530202677488,0.21997067253202995,0.2271847336988259,0.6240199689585151,0.17960530202677488,0.2880092164423916,0.17038855027411945,0.1466471150213533,0.254000254000381,0.2839809171235324,0.31750031750047625,0.3840122885898554,0.36661778755338326,0.31750031750047625,0.3407771005482389
texto-20.txt,0.2777777777777778,0.07856742013183861,0.5132002392796674,0.2721655269759087,0.07856742013183861,0.07856742013183861,0.3849001794597505,0.29814239699997197,0.3359684204526464,0.07856742013183861,0.3779644730092272,0.3975231959999626,0.06415002990995843,0.2222222222222222,0.4472135954999579,0.5,0.5459486832355505,0.5773502691896258,0.2777777777777778,0.3975231959999626
